token	label	f_x	f_y	f_xy	pmi	pmi_freq
Grenze	1	8307	132	94	1.1546094925841357	5.637729450226292
Einwanderungsgesetz	1	8307	48	40	1.3117950761065482	5.078222424727663
Obergrenze	1	8307	33	30	1.398806453096178	4.890937340278893
Zuwanderung	1	8307	53	37	1.1347426319926053	4.5052594957630925
Grenzkontrolle	1	8307	34	26	1.2258526463058235	4.322798380929114
Schlepper	1	8307	27	22	1.2893222202544896	4.2493957056733
Merkel	1	8307	172	86	0.8009694523405575	4.122985832019316
Zaun	1	8307	13	13	1.4941166329005027	3.832333497530739
Flüchtlingspolitik	1	8307	51	30	0.9634883818383324	3.788268316544038
Begrenzung	1	8307	29	20	1.1225530764680198	3.779968293329251
Kontrolle	1	8307	25	18	1.1656125659284666	3.7519621096297326
Asylrecht	1	8307	52	30	0.9440702959812307	3.730251826895147
Ungarn	1	8307	48	28	0.9551201321678158	3.697462021186527
Frontex	1	8307	25	17	1.108454152088518	3.56797627313251
Kanzlerin	1	8307	68	35	0.8299569892138098	3.5020099109524336
Punktesystem	1	8307	11	10	1.398806453096178	3.354191381439181
Einwanderung	1	8307	30	18	0.9832910091345121	3.344366805680241
Asylpolitik	1	8307	10	9	1.3887561172426763	3.197729133367278
illegal	1	8307	18	12	1.0886515247923383	3.1466076214503707
Seenotrettung	1	8307	18	12	1.0886515247923383	3.1466076214503707
Zuzug	1	8307	11	9	1.2934459374383516	3.1015478990036804
Slowenien	1	8307	11	9	1.2934459374383516	3.1015478990036804
Aufnahme	1	8307	54	26	0.7632291243577104	3.0445088009361276
Verschärfung	1	8307	29	16	0.8994095251538099	3.028577943500539
Seehofer	1	8307	57	27	0.7469022310702816	3.0197640122771565
Abschottung	1	8307	12	9	1.2064345604487219	2.9978772617930924
schließen	1	8307	12	9	1.2064345604487219	2.9978772617930924
steuern	1	8307	12	9	1.2064345604487219	2.9978772617930924
Außengrenze	1	8307	32	17	0.8615940741569923	2.986057516445378
Österreich	1	8307	30	16	0.8655079734781287	2.9437634532015298
Maßnahme	1	8307	25	14	0.9142981376475606	2.9430121719957514
ungarisch	1	8307	10	8	1.270973081586293	2.9265236712573035
kanadisch	1	8307	7	7	1.4941166329005027	2.90741671983344
Signal	1	8307	18	11	1.0016401478027086	2.895112394783889
legal	1	8307	26	14	0.8750774244942794	2.8510867272455664
offen	1	8307	47	22	0.73501148454876	2.829902704464758
Horst	1	8307	24	13	0.881012160014094	2.7999040697159088
Angela	1	8307	69	30	0.6612075099653988	2.7996230188330524
Tauber	1	8307	19	11	0.9475729265324327	2.7900706604849126
Asyl	1	8307	76	32	0.6291191954138983	2.7245474745930807
dicht	1	8307	6	6	1.4941166329005027	2.6770976251306133
CSU-Chef	1	8307	15	9	0.9832910091345121	2.6628014150287105
errichten	1	8307	23	12	0.8435290667593534	2.644880509792066
AfD	1	8307	23	12	0.8435290667593534	2.644880509792066
Oppermann	1	8307	23	12	0.8435290667593534	2.644880509792066
zustimmen	1	8307	18	10	0.9063299679983837	2.619630542837463
stoppen	1	8307	10	7	1.1374416889617704	2.619056277153343
Kroatien	1	8307	10	7	1.1374416889617704	2.619056277153343
Budapest	1	8307	7	6	1.3399659530732444	2.6074533474738018
EU-Grenzschutzagentur	1	8307	13	8	1.008608817118802	2.5870305373989115
Kontingent	1	8307	21	11	0.8474894679754503	2.5802007009855448
vorübergehend	1	8307	24	12	0.8009694523405575	2.5455240360026052
bringen	1	8307	27	13	0.7632291243577104	2.5154786852663444
nachdem	1	8307	8	6	1.2064345604487219	2.508710142315325
Grenzzaun	1	8307	8	6	1.2064345604487219	2.508710142315325
Erfurt	1	8307	8	6	1.2064345604487219	2.508710142315325
CDU-Generalsekretär	1	8307	8	6	1.2064345604487219	2.508710142315325
Regierung	1	8307	52	22	0.6339153676773912	2.504754114647528
Flüchtlingszahl	1	8307	14	8	0.93450084496508	2.466201304436747
Kurs	1	8307	17	9	0.8581278661805061	2.431259321369097
Einreise	1	8307	17	9	0.8581278661805061	2.431259321369097
Mittelmeer	1	8307	17	9	0.8581278661805061	2.431259321369097
Deutschland	1	8307	260	90	0.43324467221524005	2.4091356905226284
Seenotrettungsprogramm	1	8307	5	5	1.4941166329005027	2.404687954588452
verfolgter	1	8307	5	5	1.4941166329005027	2.404687954588452
österreichisch	1	8307	9	6	1.0886515247923383	2.3920118864282767
Schiff	1	8307	9	6	1.0886515247923383	2.3920118864282767
verstärkt	1	8307	9	6	1.0886515247923383	2.3920118864282767
Sicherung	1	8307	9	6	1.0886515247923383	2.3920118864282767
Grundrecht	1	8307	12	7	0.9551201321678158	2.3733843677701993
kennen	1	8307	6	5	1.3117950761065482	2.350421249300645
Mogherini	1	8307	6	5	1.3117950761065482	2.350421249300645
Mauer	1	8307	6	5	1.3117950761065482	2.350421249300645
abhalten	1	8307	6	5	1.3117950761065482	2.350421249300645
Juni	1	8307	6	5	1.3117950761065482	2.350421249300645
modern	1	8307	6	5	1.3117950761065482	2.350421249300645
Zentralrat	1	8307	6	5	1.3117950761065482	2.350421249300645
Armee	1	8307	6	5	1.3117950761065482	2.350421249300645
CSU	1	8307	96	36	0.5132873798887766	2.3428223240986017
September	1	8307	18	9	0.8009694523405575	2.3150994839827055
Serbien	1	8307	21	10	0.7521792881711254	2.290026720027824
ändern	1	8307	21	10	0.7521792881711254	2.290026720027824
Vorbild	1	8307	10	6	0.9832910091345121	2.2641112197082
Schleuser	1	8307	10	6	0.9832910091345121	2.2641112197082
abschaffen	1	8307	10	6	0.9832910091345121	2.2641112197082
Grenzsicherung	1	8307	7	5	1.15764439627929	2.2526719797168813
Dänemark	1	8307	7	5	1.15764439627929	2.2526719797168813
Ägypten	1	8307	7	5	1.15764439627929	2.2526719797168813
Viktor	1	8307	7	5	1.15764439627929	2.2526719797168813
Alternative	1	8307	7	5	1.15764439627929	2.2526719797168813
Schritt	1	8307	13	7	0.8750774244942794	2.2445292776856984
SPD-Fraktionschef	1	8307	13	7	0.8750774244942794	2.2445292776856984
kurz	1	8307	13	7	0.8750774244942794	2.2445292776856984
Kampf	1	8307	16	8	0.8009694523405575	2.2207588704180035
zuletzt	1	8307	19	9	0.7469022310702816	2.1992080427897167
Libyen	1	8307	19	9	0.7469022310702816	2.1992080427897167
kommend	1	8307	19	9	0.7469022310702816	2.1992080427897167
System	1	8307	8	5	1.0241130036547672	2.1295831231742364
Erklärung	1	8307	8	5	1.0241130036547672	2.1295831231742364
Abwehr	1	8307	8	5	1.0241130036547672	2.1295831231742364
Küste	1	8307	11	6	0.8879808293301872	2.1292850329864326
spät	1	8307	11	6	0.8879808293301872	2.1292850329864326
EU-Außengrenze	1	8307	11	6	0.8879808293301872	2.1292850329864326
weiterhin	1	8307	11	6	0.8879808293301872	2.1292850329864326
EU	1	8307	139	48	0.43084371067770194	2.1259870595924215
bayerisch	1	8307	17	8	0.7403448305241227	2.0975548530439823
Dienstag	1	8307	20	9	0.695608936682731	2.083858141393032
Partei	1	8307	35	14	0.5778259010263477	2.0543721970923987
sinken	1	8307	5	4	1.270973081586293	2.0455522631881786
spürbar	1	8307	5	4	1.270973081586293	2.0455522631881786
verringern	1	8307	5	4	1.270973081586293	2.0455522631881786
Friedrich	1	8307	5	4	1.270973081586293	2.0455522631881786
Asylchaos	1	8307	5	4	1.270973081586293	2.0455522631881786
versenken	1	8307	5	4	1.270973081586293	2.0455522631881786
Fähre	1	8307	5	4	1.270973081586293	2.0455522631881786
Meter	1	8307	5	4	1.270973081586293	2.0455522631881786
aufnehmen	1	8307	66	24	0.4825157212220229	2.021574279520149
Februar	1	8307	9	5	0.9063299679983837	1.991410480862398
starten	1	8307	9	5	0.9063299679983837	1.991410480862398
Zustrom	1	8307	9	5	0.9063299679983837	1.991410480862398
abgeordneter	1	8307	12	6	0.8009694523405575	1.9903343183981042
Entscheidung	1	8307	12	6	0.8009694523405575	1.9903343183981042
militärisch	1	8307	15	7	0.731976580853606	1.9822293269827158
Orbán	1	8307	21	9	0.6468187725132991	1.9692542660574617
Kritik	1	8307	33	13	0.5625584288955593	1.9669898004000264
humanitär	1	8307	24	10	0.6186478955466028	1.966096314078577
