token	label	f_x	f_y	f_xy	pmi	pmi_freq
Pegida	7	5792	42	35	1.6724159538800674	6.250938299949927
Rassismus	7	5792	28	24	1.7005868308467638	5.666703107692142
Dresden	7	5792	39	27	1.4870127305487046	5.447762806944753
willkommen	7	5792	15	13	1.7116366670333487	4.6351980203735765
Islam	7	5792	16	13	1.6470981458957774	4.566725743732686
helfen	7	5792	26	16	1.369229694892321	4.461082528684882
Bündnis	7	5792	16	12	1.567055438222241	4.344800235139504
Willkommenskultur	7	5792	16	12	1.567055438222241	4.344800235139504
demonstrieren	7	5792	18	12	1.4492724025658577	4.188936021874675
Demonstration	7	5792	30	15	1.1615903301140766	3.9507979893480765
Dialog	7	5792	8	8	1.854737510674022	3.856818228607409
Straße	7	5792	19	11	1.3081938043059522	3.85189682970248
reden	7	5792	19	11	1.3081938043059522	3.85189682970248
Köln	7	5792	9	8	1.7369544750176387	3.816479062222886
Motto	7	5792	13	9	1.4870127305487046	3.814112347758025
Zeichen	7	5792	10	8	1.6315939593598123	3.756883928641037
rufen	7	5792	33	15	1.0662801503097519	3.7282566081996626
Muslim	7	5792	11	8	1.5362837795554873	3.6838476126729174
Neonazi	7	5792	11	8	1.5362837795554873	3.6838476126729174
warnen	7	5792	34	15	1.0364271871600708	3.6548159194402396
Fremdenfeindlichkeit	7	5792	7	7	1.854737510674022	3.6091525458541667
weltoffen	7	5792	7	7	1.854737510674022	3.6091525458541667
Samstag	7	5792	25	12	1.1207683355938216	3.6076141007207227
deutsche	7	5792	8	7	1.7212061180494993	3.579147503665616
heißen	7	5792	45	18	0.9384467787998669	3.5723501515032376
Uhr	7	5792	9	7	1.603423082393116	3.5230806045023524
gesellschaftlich	7	5792	9	7	1.603423082393116	3.5230806045023524
Organisator	7	5792	9	7	1.603423082393116	3.5230806045023524
Ausgrenzung	7	5792	10	7	1.4980625667352896	3.4494165345370758
rechter	7	5792	10	7	1.4980625667352896	3.4494165345370758
fremdenfeindlich	7	5792	10	7	1.4980625667352896	3.4494165345370758
Nazi	7	5792	10	7	1.4980625667352896	3.4494165345370758
Debatte	7	5792	14	8	1.2951217227385994	3.417900475137241
Teilnehmer	7	5792	11	7	1.4027523869309646	3.363653317528391
